,genres
738,"['romance', 'drama']"
739,['comedy']
740,"['action', 'drama', 'war']"
741,['romance']
742,"['animation', 'drama', 'romance', 'family']"
743,"['thriller', 'action', 'drama']"
744,"['action', 'adventure', 'comedy', 'drama', 'fantasy', 'animation']"
745,"['animation', 'family', 'adventure', 'fantasy', 'romance']"
746,"['horror', 'mystery', 'family']"
747,"['family', 'comedy', 'fantasy']"
748,"['action', 'adventure', 'scifi']"
749,"['action', 'fantasy', 'thriller']"
750,"['action', 'thriller', 'drama']"
751,"['action', 'comedy', 'scifi']"
752,"['crime', 'drama', 'mystery']"
753,"['animation', 'drama', 'family']"
754,"['comedy', 'romance']"
755,['horror']
756,['horror']
757,"['horror', 'scifi']"
758,"['crime', 'drama', 'action', 'thriller', 'scifi']"
759,['animation']
760,['drama']
761,"['animation', 'family']"
762,"['horror', 'comedy']"
763,"['fantasy', 'adventure']"
764,"['action', 'mystery', 'thriller']"
765,"['action', 'scifi', 'horror', 'tv movie']"
766,['horror']
767,"['scifi', 'crime', 'animation', 'mystery', 'action']"
768,"['family', 'animation', 'scifi', 'comedy', 'tv movie']"
769,"['animation', 'family', 'fantasy', 'adventure']"
770,"['animation', 'drama', 'romance', 'fantasy']"
771,"['comedy', 'romance', 'fantasy']"
772,"['adventure', 'animation', 'comedy', 'family']"
773,['thriller']
774,['documentary']
775,"['action', 'animation', 'scifi']"
776,['comedy']
777,"['action', 'adventure', 'comedy', 'fantasy', 'animation']"
778,"['horror', 'scifi', 'mystery']"
779,"['drama', 'history', 'war']"
780,"['action', 'adventure', 'scifi', 'thriller']"
781,"['comedy', 'romance']"
782,"['horror', 'action', 'thriller']"
783,"['action', 'adventure', 'crime']"
784,['comedy']
785,"['action', 'adventure', 'scifi', 'fantasy']"
786,['horror']
787,"['action', 'adventure', 'fantasy']"
788,['horror']
789,"['crime', 'horror', 'mystery']"
790,"['adventure', 'animation', 'family']"
791,"['action', 'animation', 'fantasy']"
792,"['thriller', 'horror']"
793,"['animation', 'action', 'comedy']"
794,"['action', 'adventure', 'fantasy']"
795,"['comedy', 'horror']"
796,"['horror', 'thriller', 'mystery']"
797,"['action', 'comedy', 'family']"
798,['documentary']
799,"['horror', 'fantasy', 'action', 'scifi']"
800,"['drama', 'music']"
801,"['romance', 'comedy']"
802,"['adventure', 'action', 'scifi']"
803,"['action', 'drama', 'scifi']"
804,"['action', 'comedy', 'scifi']"
805,"['family', 'music', 'adventure', 'comedy', 'fantasy', 'tv movie']"
806,"['fantasy', 'animation', 'romance', 'family']"
807,"['horror', 'thriller']"
808,"['action', 'crime', 'thriller']"
809,"['action', 'crime', 'drama']"
810,"['action', 'animation', 'adventure']"
811,"['fantasy', 'horror', 'action']"
812,"['animation', 'action', 'fantasy', 'adventure']"
813,"['animation', 'action', 'fantasy']"
814,"['action', 'adventure', 'scifi']"
815,['thriller']
816,"['family', 'adventure', 'fantasy']"
817,"['fantasy', 'romance', 'comedy']"
818,"['adventure', 'animation', 'comedy', 'family']"
819,"['animation', 'action', 'adventure', 'scifi']"
820,"['romance', 'comedy']"
821,"['thriller', 'crime']"
822,"['action', 'horror', 'thriller']"
823,"['romance', 'comedy', 'fantasy']"
824,"['action', 'adventure', 'comedy', 'fantasy', 'romance', 'animation']"
825,"['comedy', 'horror']"
826,"['drama', 'crime', 'thriller']"
827,"['family', 'comedy']"
828,"['family', 'animation', 'adventure']"
829,"['horror', 'fantasy']"
830,"['family', 'animation', 'comedy', 'fantasy', 'adventure', 'music']"
831,"['comedy', 'action', 'romance', 'adventure']"
832,['comedy']
833,"['action', 'thriller', 'adventure']"
834,"['thriller', 'crime', 'drama']"
835,"['action', 'drama', 'horror', 'thriller']"
836,"['action', 'thriller']"
837,"['family', 'animation', 'comedy', 'fantasy']"
838,"['adventure', 'action', 'comedy', 'fantasy']"
839,"['crime', 'drama', 'mystery', 'thriller']"
840,"['fantasy', 'action', 'horror']"
841,"['comedy', 'drama']"
842,"['thriller', 'crime', 'action']"
843,"['romance', 'drama']"
844,"['action', 'fantasy']"
845,['horror']
846,"['animation', 'family', 'adventure', 'fantasy']"
847,"['scifi', 'action', 'adventure']"
848,"['animation', 'adventure', 'comedy', 'family', 'fantasy']"
849,"['action', 'adventure', 'scifi']"
850,"['animation', 'fantasy', 'romance', 'drama']"
851,"['horror', 'comedy']"
852,"['drama', 'comedy']"
853,"['animation', 'family']"
854,['drama']
855,"['action', 'animation', 'crime', 'drama']"
856,"['horror', 'thriller']"
857,['comedy']
858,['horror']
859,"['horror', 'scifi', 'mystery']"
860,"['action', 'adventure', 'scifi']"
861,"['action', 'scifi', 'thriller']"
862,"['action', 'drama', 'scifi']"
863,['horror']
864,"['romance', 'comedy']"
865,"['war', 'drama', 'history']"
866,"['fantasy', 'adventure', 'family', 'drama']"
867,"['animation', 'action', 'adventure', 'fantasy']"
868,['thriller']
869,"['action', 'adventure', 'animation', 'comedy', 'family']"
870,"['animation', 'adventure', 'comedy', 'family']"
871,"['fantasy', 'animation', 'comedy']"
872,"['comedy', 'drama']"
873,"['animation', 'war', 'scifi']"
874,"['adventure', 'animation', 'comedy', 'family']"
875,"['animation', 'family', 'scifi']"
876,"['romance', 'drama']"
877,"['action', 'crime']"
878,"['crime', 'action', 'thriller']"
879,"['animation', 'action', 'war', 'fantasy']"
880,"['family', 'tv movie', 'music', 'adventure', 'fantasy']"
881,"['drama', 'crime']"
882,"['thriller', 'drama', 'horror']"
883,"['thriller', 'mystery', 'horror', 'crime']"
884,['drama']
885,"['adventure', 'family', 'fantasy']"
886,['drama']
887,"['drama', 'thriller', 'action', 'adventure']"
888,"['animation', 'family', 'comedy', 'adventure']"
889,"['action', 'thriller', 'drama']"
890,"['adventure', 'action', 'fantasy']"
891,"['animation', 'family', 'comedy', 'adventure']"
892,"['scifi', 'action', 'adventure']"
893,"['action', 'scifi']"
894,['drama']
895,"['horror', 'mystery', 'thriller']"
896,"['drama', 'scifi', 'war']"
897,"['animation', 'family', 'adventure', 'comedy']"
898,"['thriller', 'comedy', 'crime', 'action']"
899,"['horror', 'thriller']"
900,"['action', 'comedy']"
901,"['romance', 'drama', 'thriller']"
902,"['adventure', 'action', 'thriller', 'scifi']"
903,"['comedy', 'horror']"
904,"['romance', 'animation', 'fantasy']"
905,"['action', 'adventure']"
906,['drama']
907,"['horror', 'thriller']"
908,"['scifi', 'horror', 'thriller']"
909,"['action', 'fantasy', 'comedy']"
910,"['animation', 'action', 'fantasy', 'comedy']"
911,"['horror', 'mystery']"
912,"['action', 'adventure', 'fantasy', 'tv movie']"
913,"['action', 'western', 'drama', 'fantasy', 'thriller']"
914,"['animation', 'adventure', 'family', 'music']"
915,"['horror', 'thriller']"
916,"['drama', 'thriller', 'crime']"
917,"['animation', 'action', 'scifi', 'comedy', 'adventure']"
918,"['scifi', 'drama']"
919,"['action', 'animation', 'scifi', 'family']"
920,['scifi']
921,"['animation', 'comedy', 'adventure', 'family']"
922,['horror']
923,"['action', 'drama', 'thriller']"
924,"['scifi', 'action', 'adventure']"
925,"['action', 'thriller']"
926,"['fantasy', 'family', 'tv movie']"
927,"['family', 'animation', 'adventure', 'comedy', 'fantasy']"
928,"['scifi', 'action', 'adventure', 'comedy']"
929,['drama']
930,"['comedy', 'horror']"
931,"['drama', 'adventure', 'scifi']"
932,"['action', 'animation', 'comedy', 'family', 'adventure']"
933,"['drama', 'crime']"
934,['drama']
935,"['drama', 'western']"
936,"['action', 'adventure', 'drama', 'thriller']"
937,"['adventure', 'fantasy', 'action']"
938,"['action', 'thriller']"
939,"['action', 'scifi', 'adventure', 'thriller']"
940,"['animation', 'family', 'comedy']"
941,"['scifi', 'action']"
942,"['thriller', 'scifi', 'mystery']"
943,"['action', 'adventure', 'comedy', 'scifi']"
944,['drama']
945,"['romance', 'comedy', 'drama']"
946,"['drama', 'mystery']"
947,"['thriller', 'horror', 'drama']"
948,['horror']
949,"['action', 'adventure', 'scifi']"
950,['animation']
951,"['adventure', 'action', 'thriller', 'scifi']"
952,"['mystery', 'horror']"
953,"['adventure', 'action', 'fantasy']"
954,"['family', 'animation', 'mystery', 'comedy']"
955,"['thriller', 'horror']"
956,"['animation', 'action', 'scifi', 'drama', 'fantasy']"
957,"['family', 'adventure', 'animation', 'comedy']"
958,"['animation', 'comedy', 'family']"
959,"['romance', 'comedy']"
960,"['adventure', 'comedy', 'fantasy', 'family']"
961,"['drama', 'scifi']"
962,"['mystery', 'thriller']"
963,"['comedy', 'romance']"
964,"['horror', 'comedy']"
965,"['family', 'animation']"
966,"['thriller', 'drama', 'scifi']"
967,['comedy']
968,"['fantasy', 'action', 'horror']"
969,"['family', 'animation', 'romance', 'fantasy']"
970,['drama']
971,"['action', 'thriller', 'crime']"
972,"['thriller', 'action', 'fantasy']"
973,"['adventure', 'comedy', 'scifi']"
974,"['action', 'thriller', 'crime']"
975,"['fantasy', 'animation', 'family']"
976,"['animation', 'fantasy', 'adventure', 'action', 'family']"
977,['thriller']
978,"['adventure', 'fantasy', 'action', 'western', 'thriller']"
979,"['horror', 'action', 'war']"
980,"['crime', 'action', 'comedy']"
981,"['family', 'animation', 'comedy']"
982,"['animation', 'comedy', 'family', 'mystery', 'adventure', 'fantasy']"
983,"['action', 'adventure', 'thriller']"
984,['horror']
985,"['horror', 'thriller']"
986,"['drama', 'documentary']"
987,"['horror', 'drama', 'scifi']"
988,"['drama', 'mystery', 'thriller']"
989,"['family', 'animation', 'comedy', 'action', 'adventure']"
990,"['action', 'horror', 'scifi']"
991,"['crime', 'action', 'drama', 'thriller']"
992,"['adventure', 'action', 'scifi']"
993,"['action', 'thriller']"
994,"['action', 'drama', 'thriller', 'history']"
995,"['family', 'fantasy', 'adventure']"
996,['scifi']
997,"['thriller', 'horror']"
998,"['music', 'drama', 'history']"
999,"['drama', 'action', 'history']"
1000,"['animation', 'action', 'adventure', 'fantasy', 'romance', 'scifi']"
1001,"['drama', 'romance']"
1002,"['family', 'adventure', 'comedy', 'animation']"
1003,"['action', 'adventure', 'thriller', 'war']"
1004,"['comedy', 'family', 'adventure']"
1005,"['animation', 'family']"
1006,"['drama', 'crime']"
1007,"['drama', 'crime']"
1008,"['crime', 'fantasy', 'drama']"
1009,"['horror', 'thriller', 'action']"
1010,"['scifi', 'action', 'thriller']"
1011,"['drama', 'fantasy', 'comedy']"
1012,"['drama', 'romance']"
1013,"['romance', 'drama']"
1014,"['animation', 'romance', 'family', 'fantasy']"
1015,"['action', 'drama', 'adventure']"
1016,['thriller']
1017,"['scifi', 'fantasy', 'action']"
1018,"['drama', 'romance']"
1019,"['comedy', 'drama', 'romance']"
1020,"['action', 'scifi', 'thriller', 'western']"
1021,"['comedy', 'horror', 'thriller']"
1022,['comedy']
1023,"['action', 'crime', 'thriller']"
1024,"['comedy', 'family']"
1025,['horror']
1026,"['adventure', 'action', 'crime', 'mystery']"
1027,"['comedy', 'romance']"
1028,"['drama', 'history']"
1029,"['thriller', 'action', 'adventure', 'comedy', 'crime']"
1030,"['action', 'adventure', 'fantasy']"
1031,"['family', 'fantasy', 'comedy']"
1032,"['animation', 'family', 'tv movie']"
1033,"['drama', 'thriller', 'horror']"
1034,['adventure']
1035,"['action', 'adventure', 'comedy', 'fantasy']"
1036,['crime']
1037,"['animation', 'adventure', 'family']"
1038,"['adventure', 'history', 'war']"
1039,"['scifi', 'adventure', 'fantasy']"
1040,"['drama', 'family']"
1041,['comedy']
1042,"['drama', 'romance']"
1043,"['crime', 'comedy', 'action']"
1044,"['thriller', 'crime', 'drama']"
1045,"['horror', 'mystery', 'crime']"
1046,"['animation', 'family', 'fantasy', 'adventure']"
1047,"['comedy', 'animation', 'action', 'adventure']"
1048,"['comedy', 'romance']"
1049,"['horror', 'mystery']"
1050,"['action', 'adventure', 'scifi']"
1051,"['action', 'crime', 'thriller']"
1052,"['horror', 'thriller']"
1053,"['scifi', 'drama', 'thriller']"
1054,"['horror', 'thriller']"
1055,"['drama', 'history']"
1056,"['scifi', 'action']"
1057,"['action', 'comedy', 'crime']"
1058,"['comedy', 'action']"
1059,"['horror', 'comedy']"
1060,"['action', 'scifi']"
1061,"['action', 'adventure', 'scifi', 'fantasy']"
1062,"['action', 'adventure', 'thriller']"
1063,"['scifi', 'thriller']"
1064,"['thriller', 'action', 'comedy']"
1065,"['comedy', 'documentary', 'action']"
1066,"['thriller', 'horror']"
1067,"['drama', 'scifi', 'thriller']"
1068,"['thriller', 'mystery', 'scifi']"
1069,"['comedy', 'drama', 'romance']"
1070,"['drama', 'romance']"
1071,"['adventure', 'scifi']"
1072,"['scifi', 'action', 'adventure']"
1073,"['animation', 'family']"
1074,"['animation', 'music']"
1075,"['animation', 'action', 'scifi']"
1076,"['fantasy', 'action', 'thriller', 'horror']"
1077,"['family', 'animation', 'fantasy', 'comedy']"
1078,"['animation', 'action', 'comedy', 'family', 'scifi']"
1079,"['scifi', 'adventure', 'action']"
1080,['horror']
1081,['drama']
1082,"['comedy', 'crime', 'mystery']"
1083,['drama']
1084,"['action', 'thriller']"
1085,"['comedy', 'drama']"
1086,['horror']
1087,"['drama', 'horror', 'mystery', 'comedy']"
1088,"['action', 'scifi']"
1089,"['action', 'crime', 'drama', 'thriller']"
1090,"['scifi', 'war']"
1091,"['horror', 'thriller']"
1092,"['comedy', 'drama', 'romance']"
1093,"['horror', 'crime', 'drama', 'thriller']"
1094,"['fantasy', 'animation', 'action']"
1095,"['drama', 'war']"
1096,['drama']
1097,"['animation', 'family', 'adventure', 'comedy']"
1098,"['action', 'adventure']"
1099,"['comedy', 'family', 'fantasy']"
1100,"['animation', 'drama', 'fantasy']"
1101,"['action', 'thriller']"
1102,"['action', 'comedy']"
1103,"['family', 'comedy', 'animation']"
1104,"['scifi', 'action', 'animation', 'mystery']"
1105,"['horror', 'comedy']"
1106,['drama']
1107,"['family', 'drama', 'comedy']"
1108,"['horror', 'thriller', 'mystery']"
1109,"['adventure', 'comedy', 'drama']"
1110,"['action', 'thriller', 'crime', 'drama']"
1111,"['thriller', 'drama']"
1112,"['animation', 'family']"
1113,"['mystery', 'horror', 'thriller']"
1114,"['horror', 'drama', 'fantasy']"
1115,"['crime', 'comedy', 'action']"
1116,"['family', 'fantasy', 'tv movie', 'music', 'adventure', 'action', 'romance']"
1117,"['action', 'thriller', 'scifi']"
1118,"['drama', 'music', 'history']"
1119,['thriller']
1120,"['animation', 'family', 'adventure', 'comedy']"
1121,"['adventure', 'comedy', 'scifi', 'family']"
1122,"['comedy', 'family']"
1123,"['adventure', 'action', 'western']"
1124,['documentary']
1125,"['action', 'thriller']"
1126,"['thriller', 'crime']"
1127,"['action', 'thriller', 'romance']"
1128,['thriller']
1129,"['action', 'thriller', 'scifi']"
1130,"['family', 'animation', 'adventure', 'scifi', 'comedy']"
1131,['horror']
1132,"['animation', 'adventure', 'comedy', 'fantasy']"
1133,"['action', 'adventure', 'comedy', 'family']"
1134,['drama']
1135,"['drama', 'history', 'romance']"
1136,"['adventure', 'action']"
1137,"['animation', 'action', 'adventure']"
1138,"['comedy', 'romance']"
1139,"['comedy', 'drama']"
1140,"['thriller', 'tv movie']"
1141,['horror']
1142,"['animation', 'adventure', 'family', 'fantasy']"
1143,"['family', 'animation', 'fantasy', 'action', 'adventure']"
1144,"['comedy', 'horror']"
1145,"['action', 'adventure', 'animation']"
1146,"['fantasy', 'action', 'mystery']"
1147,"['documentary', 'music']"
1148,['comedy']
1149,"['adventure', 'comedy', 'scifi']"
1150,"['family', 'adventure', 'animation', 'fantasy', 'scifi']"
1151,"['family', 'animation', 'romance']"
1152,"['drama', 'history']"
1153,"['drama', 'mystery']"
1154,"['drama', 'romance']"
1155,"['comedy', 'drama', 'family', 'fantasy', 'scifi']"
1156,"['horror', 'scifi']"
1157,"['adventure', 'action', 'fantasy']"
1158,"['comedy', 'family', 'adventure', 'romance']"
1159,['comedy']
1160,"['animation', 'comedy', 'family', 'adventure']"
1161,"['drama', 'horror', 'scifi']"
1162,['comedy']
1163,"['action', 'comedy', 'family', 'adventure']"
1164,"['drama', 'romance']"
1165,"['action', 'crime', 'thriller']"
1166,"['animation', 'drama', 'scifi', 'music']"
1167,"['fantasy', 'action', 'adventure']"
1168,"['animation', 'scifi', 'action']"
1169,"['crime', 'drama', 'action']"
1170,"['animation', 'drama', 'adventure', 'fantasy']"
1171,"['animation', 'comedy', 'family']"
1172,"['action', 'comedy', 'crime']"
1173,"['family', 'adventure', 'comedy', 'animation']"
1174,"['comedy', 'horror']"
1175,"['family', 'animation', 'fantasy']"
1176,"['scifi', 'action', 'thriller']"
1177,"['action', 'drama', 'war']"
1178,"['comedy', 'romance']"
